bag_id,barcode,soak_id,n_readings,mon2,tof,Tch,temp_diag,T_channel,sig,sig_T,reading_offset_min,status,site,water_type,cbt,censored,t_utc,b_T,day,baseline,baseline_day,baseline_age_days,sig_TD,sample_group
B202606100757,50065,S076,4,338.5,40.0,34.9028465,34.9028465,temperature (board),5.126931347163167,5.447342546913166,0.32537499999999997,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),48.0,False,2026-06-10 07:57:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,0.23808904186750723,G202606100753
B202606101045,50053,S078,1,943.0,33.0,29.703125,29.357605,sipm_temperature,6.650279048587422,6.858896236087422,0.8576822833333334,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,0.0,False,2026-06-10 10:45:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.00762732343748862,G202606101045
B202606101045,50065,S078,4,292.0,40.0,32.2315675,32.2315675,temperature (board),4.803886654193541,5.066865355443541,0.5015166666666667,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,0.0,False,2026-06-10 10:45:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,-0.14238814960211776,G202606101045
B202606101050,50053,S078,1,923.0,34.0,30.703125,30.749893,sipm_temperature,6.6240652277998935,6.854182415299894,1.8615885333333333,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,0.0,False,2026-06-10 10:50:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.0029135026499602645,G202606101045
B202606101050,50065,S078,4,316.0,41.0,36.561997,36.561997,temperature (board),4.983583164599655,5.339666100099655,0.4819833333333333,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,0.0,False,2026-06-10 10:50:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,0.13041259505399605,G202606101045
B202606101110,50053,S079,1,929.0,34.0,31.03125,31.537933,sipm_temperature,6.63200177739563,6.86917365239563,-0.13378906666666665,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),0.0,False,2026-06-10 11:10:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.017904739745696396,G202606101110
B202606101110,50065,S079,4,329.0,39.5,39.336501999999996,39.336501999999996,temperature (board),5.068884424130397,5.484619217130397,0.44664166666666666,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),0.0,False,2026-06-10 11:10:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,0.2753657120847377,G202606101110
B202606101113,50053,S079,1,930.0,34.0,31.109375,31.52031,sipm_temperature,6.633318433280377,6.872169995780377,2.8660156166666666,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),0.0,False,2026-06-10 11:13:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.020901083130443254,G202606101110
B202606101113,50065,S079,4,336.5,40.0,39.389389,39.389389,temperature (board),5.11495472665192,5.53182659015192,0.4376833333333333,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),0.0,False,2026-06-10 11:13:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,0.3225730851062609,G202606101110
B202606101122,50053,S080,1,899.0,33.0,31.1875,31.537933,sipm_temperature,6.591673732008658,6.832204982008658,-0.13444011666666666,paired,,Treated,0.0,False,2026-06-10 11:22:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,-0.019063930641275206,G202606101122
B202606101122,50065,S080,2,289.5,40.5,37.7919,37.7919,temperature (board),4.782887273239391,5.16541312323939,1.4527583333333334,paired,,Treated,0.0,False,2026-06-10 11:22:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,-0.0438403818062687,G202606101122
B202606101125,50053,S080,1,916.0,34.0,31.398438,31.792221,sipm_temperature,6.61472560020376,6.859792017203761,2.869270833333333,paired,,Treated,0.0,False,2026-06-10 11:25:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.00852310455382721,G202606101122
B202606101125,50065,S080,4,302.0,40.0,37.7919,37.7919,temperature (board),4.882543591400051,5.26506944140005,0.44406666666666667,paired,,Treated,0.0,False,2026-06-10 11:25:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,0.055815936354391305,G202606101122
B202606100932,50053,S077,1,995.0,33.0,27.859375,27.771454,sipm_temperature,6.715383386334681,6.884359948834681,1.8526692666666666,paired,,Source (untreated),1.0,False,2026-06-10 09:32:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.0330910361847474,G202606100932
B202606100932,50065,S077,2,317.5,40.0,30.347076,30.347076,temperature (board),4.993776463826897,5.216238597826898,0.9052166666666667,paired,,Source (untreated),1.0,False,2026-06-10 09:32:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,0.006985092781238933,G202606100932
B202606100937,50053,S077,1,977.0,33.0,28.5,28.720627,sipm_temperature,6.693323668269949,6.8760736682699495,2.8557942666666665,paired,,Source (untreated),0.0,False,2026-06-10 09:37:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.02480475562001594,G202606100932
B202606100937,50065,S077,4,307.5,41.0,32.913865,32.913865,temperature (board),4.923617305492665,5.197629023328124,-0.09549166666666667,paired,,Source (untreated),0.0,False,2026-06-10 09:37:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,-0.011624481717534607,G202606100932
B202606110822,50053,S081,1,653.0,33.0,31.179688,31.53038,sipm_temperature,6.180016653652572,6.420379945652572,1.6270833333333334,paired,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,2026-06-11 08:22:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,-0.3462582760535877,G202606110822
B202606110822,50065,S081,1,300.0,39.0,34.59189,34.59189,temperature (board),4.867534450455582,5.181260085455582,0.91125,paired,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,2026-06-11 08:22:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.17101268897922495,G202606110822
B202606110829,50053,S082,1,638.0,35.0,31.679688,31.905518,sipm_temperature,6.148468295917647,6.399581587917647,0.6302734333333333,paired,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,2026-06-11 08:29:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,-0.36705663378851217,G202606110829
B202606110829,50065,S082,4,307.0,39.0,37.351288,37.351288,temperature (board),4.919980925828125,5.293033617828125,0.39631666666666665,paired,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,2026-06-11 08:29:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.2827862213517678,G202606110829
B202606110832,50053,S082,1,638.0,35.0,31.679688,31.905518,sipm_temperature,6.148468295917647,6.399581587917647,-2.3697265666666665,paired,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,2026-06-11 08:32:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,-0.36705663378851217,G202606110829
B202606110832,50065,S082,2,307.0,39.5,37.351288,37.351288,temperature (board),4.919980925828125,5.293033617828125,-0.6060166666666665,paired,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,2026-06-11 08:32:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.2827862213517678,G202606110829
B202606110914,50065,S084,3,274.0,40.0,37.81961,37.81961,temperature (board),4.6443908991413725,5.026700244141373,-0.13093333333333332,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2026-06-11 09:14:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.016452847665015646,G202606110914
B202606110916,50053,S084,1,859.0,34.0,31.117188,31.676407,sipm_temperature,6.535241271013659,6.774260813013659,-4.364973966666667,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2026-06-11 09:16:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,0.007622591307499427,G202606110914
B202606110916,50065,S084,1,274.0,40.0,37.78183,37.78183,temperature (board),4.6443908991413725,5.026700244141373,-1.1327166666666666,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2026-06-11 09:16:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.016452847665015646,G202606110914
B202606110850,50053,S083,1,887.0,33.0,31.210938,31.62857,sipm_temperature,6.57507584059962,6.81611100759962,3.628776033333333,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),2.0,False,2026-06-11 08:50:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,0.04947278589346027,G202606110850
B202606110850,50065,S083,4,285.5,39.0,35.196136,35.196136,temperature (board),4.749261159734807,5.075978083734808,0.38985833333333336,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),2.0,False,2026-06-11 08:50:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.06573068725845044,G202606110850
B202606110853,50053,S083,1,887.0,33.0,31.210938,31.62857,sipm_temperature,6.57507584059962,6.81611100759962,0.6287760333333333,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),1.0,False,2026-06-11 08:53:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,0.04947278589346027,G202606110850
B202606110853,50065,S083,4,290.5,40.0,36.71559,36.71559,temperature (board),4.791641144189393,5.151026329189394,0.383625,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),1.0,False,2026-06-11 08:53:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.14077893271303665,G202606110850
B202606110856,50053,S083,1,887.0,33.0,31.210938,31.62857,sipm_temperature,6.57507584059962,6.81611100759962,-2.371223966666667,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),2.0,False,2026-06-11 08:56:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,0.04947278589346027,G202606110850
B202606110856,50065,S083,4,299.0,39.0,37.341217,37.341217,temperature (board),4.859692204829871,5.232528370329871,0.37585833333333335,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),2.0,False,2026-06-11 08:56:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,0.22228097385351386,G202606110850
B202606110924,50053,S085,1,844.0,34.0,31.515625,32.119522,sipm_temperature,6.513230110912307,6.760816048412307,-0.35996095,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2026-06-11 09:24:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,-0.005822173293852373,G202606110924
B202606110924,50065,S085,3,268.0,39.0,38.511963,38.511963,temperature (board),4.584967478670572,4.9835456226345896,0.8589,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2026-06-11 09:24:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,-0.02670177384176764,G202606110924
B202606110929,50053,S085,1,840.0,34.0,31.625,32.041473,sipm_temperature,6.507277712385012,6.757215212385011,0.6401041666666667,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2026-06-11 09:29:00+00:00,-0.0215,2026-06-11,6.76663822170616,2026-06-11,0,-0.009423009321148257,G202606110924
B202606110929,50065,S085,4,270.0,39.5,38.552246,38.552246,temperature (board),4.605170185988092,5.004043474988092,0.35118333333333335,paired,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2026-06-11 09:29:00+00:00,-0.0215,2026-06-11,5.010247396476357,2026-06-11,0,-0.006203921488265429,G202606110924
