record_id,sample_group,sensor,sample_time_local,sample_time_utc,site_name,water_type,country,cbt_mpn_per_100ml,cbt_censored,chlorine_residual_mg_l,sensor_mon2,sensor_tof_kcps,sensor_temperature_c,temperature_channel,F_corrected_fluorescence,B_log_tof_ratio,baseline_age_days,pred_log10_new_sensor_new_day,pred_log10_day_held_out
B202606110832,G202606110829,50065,2026-06-11 08:32:00,2026-06-11 08:32:00+00:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),Kenya,0.0,False,0.0,307.0,39.5,37.351288,temperature (board),0.2827862213517678,-0.0031595602903684,0,0.8375746892645545,0.3646891549553179
B202606110914,G202606110914,50065,2026-06-11 09:14:00,2026-06-11 09:14:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,Kenya,0.0,False,2.0,274.0,40.0,37.81961,temperature (board),0.0329056953300321,0.0189280098855188,0,0.2515518889829212,0.2369437580619004
B202606110916,G202606110914,50053,2026-06-11 09:16:00,2026-06-11 09:16:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,Kenya,0.0,False,2.0,859.0,34.0,31.117188,sipm_temperature,0.0152451826149997,0.0,0,0.1650514044134812,0.1489458376783168
B202606110916,G202606110914,50065,2026-06-11 09:16:00,2026-06-11 09:16:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,Kenya,0.0,False,2.0,274.0,40.0,37.78183,temperature (board),0.0329056953300321,0.0189280098855188,0,0.2517095338612486,0.2371342419988124
B202606110850,G202606110850,50053,2026-06-11 08:50:00,2026-06-11 08:50:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),Kenya,2.0,False,0.0,887.0,33.0,31.210938,sipm_temperature,0.0494727858934602,-0.0298529631496811,0,-0.0419339148445576,0.023153091320523
B202606110850,G202606110850,50065,2026-06-11 08:50:00,2026-06-11 08:50:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),Kenya,2.0,False,0.0,285.5,39.0,35.196136,temperature (board),0.0657306872584504,-0.0158985860677982,0,0.1411086501680022,0.094335696566294
B202606110853,G202606110850,50053,2026-06-11 08:53:00,2026-06-11 08:53:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),Kenya,1.0,False,0.0,887.0,33.0,31.210938,sipm_temperature,0.0494727858934602,-0.0298529631496811,0,-0.0419339148445576,0.023153091320523
B202606110853,G202606110850,50065,2026-06-11 08:53:00,2026-06-11 08:53:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),Kenya,1.0,False,0.0,290.5,40.0,36.71559,temperature (board),0.1407789327130366,0.0094192219164915,0,0.4982776867996163,0.2978162501609164
B202606110856,G202606110850,50053,2026-06-11 08:56:00,2026-06-11 08:56:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),Kenya,2.0,False,0.0,887.0,33.0,31.210938,sipm_temperature,0.0494727858934602,-0.0298529631496811,0,-0.0419339148445576,0.023153091320523
B202606110856,G202606110850,50065,2026-06-11 08:56:00,2026-06-11 08:56:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),Kenya,2.0,False,0.0,299.0,39.0,37.341217,temperature (board),0.2222809738535138,-0.0158985860677982,0,0.5896154085573525,0.2361835292588526
B202606110924,G202606110924,50053,2026-06-11 09:24:00,2026-06-11 09:24:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,Kenya,0.0,False,3.0,844.0,34.0,31.515625,sipm_temperature,-0.0134447646013518,0.0,0,0.1439020607430891,0.1163495042822937
B202606110924,G202606110924,50065,2026-06-11 09:24:00,2026-06-11 09:24:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,Kenya,0.0,False,3.0,268.0,39.0,38.511963,temperature (board),-0.0431546215067832,-0.0253178079842898,0,-0.2417536826862427,-0.0801741364333533
B202606110929,G202606110924,50053,2026-06-11 09:29:00,2026-06-11 09:29:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,Kenya,0.0,False,3.0,840.0,34.0,31.625,sipm_temperature,-0.0170456006286476,0.0,0,0.1410110272025554,0.1120281516834512
B202606110929,G202606110924,50065,2026-06-11 09:29:00,2026-06-11 09:29:00+00:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,Kenya,0.0,False,3.0,270.0,39.5,38.552246,temperature (board),-0.022656769153281,-0.01257878220686,0,-0.1052996990904865,0.0086033961128617
