observation_id,barcode,site_name,sample_date,water_type,cbt_ecoli_cfu,cbt_censored,sensor_mon2_raw,sensor_tof_raw,water_temp_c,mon2c_baseline_subtracted,mon2c_normalized,tof_normalized,predicted_log10_cfu_insample,predicted_log10_cfu_loocv,loocv_agreement,who_risk_true,who_risk_predicted
34,50065,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:52:00,Source (untreated),0,FALSE,382.0,39.000,31.02,382.00,78.00,0.000,1.0875,1.1210,FALSE,Conformity,Intermediate
35,50045,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:52:00,Source (untreated),0,FALSE,537.0,33.000,26.03,537.00,53.00,4.000,1.0320,1.0653,FALSE,Conformity,Intermediate
36,50065,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:54:00,Source (untreated),0,FALSE,422.0,38.000,30.49,422.00,118.00,-1.000,1.5462,1.6533,FALSE,Conformity,Intermediate
37,50045,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:54:00,Source (untreated),0,FALSE,583.0,29.000,25.97,583.00,99.00,0.000,1.5281,1.6372,FALSE,Conformity,Intermediate
38,50065,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:44:00,Source (untreated),33,FALSE,368.0,38.000,30.80,368.00,64.00,-1.000,0.9094,0.8945,TRUE,Intermediate,Low
39,50045,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:44:00,Source (untreated),33,FALSE,537.0,33.000,26.03,537.00,53.00,4.000,1.0320,1.0158,TRUE,Intermediate,Low
40,50065,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:46:00,Source (untreated),33,FALSE,382.0,39.000,31.02,382.00,78.00,0.000,1.0875,1.0735,TRUE,Intermediate,Intermediate
41,50045,Kamonyi. EP Nyakabuye. Beside P6A classroom. Rain water tank,2026-05-26 10:46:00,Source (untreated),33,FALSE,537.0,33.000,26.03,537.00,53.00,4.000,1.0320,1.0158,TRUE,Intermediate,Low
42,50065,LSC15380,2026-05-26 10:33:00,Treated,100,TRUE,367.0,38.000,30.80,367.00,63.00,-1.000,0.8973,0.8645,FALSE,Very high,Low
43,50045,LSC15380,2026-05-26 10:33:00,Treated,100,TRUE,491.0,29.000,25.79,491.00,7.00,0.000,0.5204,0.4712,FALSE,Very high,Low
44,50065,LSC11525,2026-05-27 08:36:00,Treated,0,FALSE,321.0,38.000,32.24,321.00,17.00,-1.000,0.4045,0.4091,TRUE,Conformity,Low
45,50045,LSC11525,2026-05-27 08:36:00,Treated,0,FALSE,475.0,29.000,28.16,475.00,-9.00,0.000,0.4461,0.4617,TRUE,Conformity,Low
46,50065,LSC11517,2026-05-27 08:45:00,Treated,0,FALSE,327.0,38.000,33.45,327.00,23.00,-1.000,0.5276,0.5333,TRUE,Conformity,Low
47,50045,LSC11517,2026-05-27 08:45:00,Treated,0,FALSE,475.0,29.000,28.16,475.00,-9.00,0.000,0.4461,0.4617,TRUE,Conformity,Low
48,50065,LSC15487,2026-05-27 08:53:00,Treated,0,FALSE,342.0,38.000,31.86,342.00,38.00,-1.000,0.6414,0.6500,TRUE,Conformity,Low
49,50045,LSC15487,2026-05-27 08:53:00,Treated,0,FALSE,457.0,29.000,27.09,457.00,-27.00,0.000,0.2054,0.2144,TRUE,Conformity,Conformity
50,50065,LSC15484,2026-05-27 09:03:00,Treated,0,FALSE,344.0,38.000,31.62,344.00,40.00,-1.000,0.6553,0.6646,TRUE,Conformity,Low
51,50045,LSC15484,2026-05-27 09:03:00,Treated,0,FALSE,457.0,29.000,27.09,457.00,-27.00,0.000,0.2054,0.2144,TRUE,Conformity,Conformity
52,50065,LSC11469,2026-05-27 09:20:00,Treated,0,FALSE,329.0,36.000,29.16,329.00,25.00,-3.000,0.3704,0.3785,TRUE,Conformity,Low
53,50045,LSC11469,2026-05-27 09:20:00,Treated,0,FALSE,490.0,28.000,25.29,490.00,6.00,-1.000,0.4879,0.5026,TRUE,Conformity,Low
54,50065,LSC11558,2026-05-27 09:30:00,Treated,0,FALSE,328.0,37.000,29.09,328.00,24.00,-2.000,0.3557,0.3636,TRUE,Conformity,Low
55,50045,LSC11558,2026-05-27 09:30:00,Treated,0,FALSE,511.0,29.000,24.73,511.00,27.00,0.000,0.6932,0.7135,TRUE,Conformity,Low
56,50065,Kamonyi. EP Nyakabungo. Near new kitchen. Spring water tap,2026-05-27 09:39:00,Source (untreated),0,FALSE,328.0,37.000,29.09,328.00,24.00,-2.000,0.3557,0.3636,TRUE,Conformity,Low
57,50045,Kamonyi. EP Nyakabungo. Near new kitchen. Spring water tap,2026-05-27 09:39:00,Source (untreated),0,FALSE,511.0,29.000,24.73,511.00,27.00,0.000,0.6932,0.7135,TRUE,Conformity,Low
58,50065,Kamonyi. EP Nyakabungo. Behind P3A classroom. Rain water tank,2026-05-27 09:54:00,Source (untreated),0,FALSE,344.0,37.000,31.11,344.00,40.00,-2.000,0.6333,0.6429,TRUE,Conformity,Low
59,50045,Kamonyi. EP Nyakabungo. Behind P3A classroom. Rain water tank,2026-05-27 09:54:00,Source (untreated),0,FALSE,471.0,29.000,28.12,471.00,-13.00,0.000,0.4010,0.4157,TRUE,Conformity,Low
60,50065,Fake.Kicukiro.Amazi Meza warehouse.Kagina. Spring water,2026-05-28 08:14:00,Source (untreated),0,FALSE,377.0,36.000,29.50,377.00,73.00,-3.000,0.9625,0.9915,FALSE,Conformity,Low
61,50045,Fake.Kicukiro.Amazi Meza warehouse.Kagina. Spring water,2026-05-28 08:14:00,Source (untreated),0,FALSE,559.0,29.000,28.37,559.00,75.00,0.000,1.3682,1.4326,FALSE,Conformity,Intermediate
62,50065,Fake.Kicukiro.Amazi Meza warehouse.Rugando.Stream water,2026-05-28 08:33:00,Source (untreated),48,FALSE,356.0,37.000,29.60,356.00,52.00,-2.000,0.7142,0.6925,FALSE,Intermediate,Low
63,50045,Fake.Kicukiro.Amazi Meza warehouse.Rugando.Stream water,2026-05-28 08:33:00,Source (untreated),48,FALSE,539.0,30.000,27.00,539.00,55.00,1.000,1.0936,1.0737,TRUE,Intermediate,Intermediate
64,50065,Fake.Kicukiro. Amazi Meza warehouse.Kanengwa. Spring water,2026-05-28 09:03:00,Source (untreated),0,FALSE,334.0,36.000,31.60,334.00,30.00,-3.000,0.5332,0.5404,TRUE,Conformity,Low
